time,ax,ay,az,atotal
1.3972949981689453,7.93,-3.27,9.69,12.94
1.4075989723205566,8.95,-2.46,11.14,14.5
1.418370008468628,8.0,-1.95,7.61,11.21
1.4279758930206299,5.37,-1.17,2.73,6.13
1.4379398822784424,2.58,0.55,-0.14,2.64
1.4482438564300537,2.23,1.75,-0.93,2.98
1.461780071258545,3.15,2.01,0.78,3.81
1.485619068145752,3.01,1.55,2.96,4.49
1.4863719940185547,2.21,1.63,3.76,4.65
1.4874951839447021,1.3,2.55,3.18,4.27
1.4977991580963135,0.41,4.3,0.15,4.32
1.5080089569091797,-0.88,5.74,-3.37,6.71
1.5180630683898926,-2.6,6.22,-6.18,9.14
1.5283701419830322,-4.33,5.97,-8.9,11.55
1.5383670330047607,-4.95,5.55,-10.84,13.14
1.5486948490142822,-4.25,4.68,-10.7,12.42
1.562195062637329,-3.34,3.76,-9.27,10.54
1.588181972503662,-2.48,3.12,-7.08,8.12
1.5889520645141602,-1.83,2.18,-4.0,4.9
1.589547872543335,-1.86,1.1,-0.83,2.31
1.5981810092926025,-3.42,0.07,1.79,3.86
1.608530044555664,-5.51,-0.9,3.34,6.5
1.6187870502471924,-6.46,-0.86,2.89,7.12
1.6287009716033936,-6.35,0.47,-0.21,6.37
1.6389081478118896,-6.17,2.17,-5.18,8.34
1.6490859985351562,-6.21,3.45,-10.35,12.55
1.662909984588623,-6.41,4.46,-14.03,16.05
1.688148021697998,-5.7,5.5,-14.06,16.13
1.6887869834899902,-5.26,5.78,-9.03,11.94
1.6894550323486328,-6.13,5.01,-0.84,7.96
