timestamp,latitude,longitude
1681712848.998487,45.42445052653791,11.948327728812629
1681712849.9984703,45.42445680576593,11.948331961755391
1681712850.998452,45.4244654438969,11.94833306279473
1681712851.998433,45.42447336992858,11.948336031842668
1681712852.9984155,45.424484528299416,11.948340775776284
1681712853.9983978,45.42449547589892,11.948346562250308
1681712854.9983807,45.42450818734646,11.948351497807067
1681712855.998362,45.42451226235589,11.948357265707438
1681712856.9983444,45.42451911105675,11.948363680249324
1681712857.9983275,45.42453103503739,11.948365306490748
1681712858.9983082,45.424544859294,11.948368593068922
1681712859.9982915,45.42455401039045,11.948371312569371
1681712860.9982734,45.424573721527786,11.948378268233112
1681712861.9982557,45.42458431925224,11.948382104675094
1681712862.998239,45.42460950062016,11.948389601118793
1681712863.9982197,45.42463498975517,11.948396639088202
1681712864.9982018,45.42464970711538,11.948402131516644
1681712865.9981842,45.42466629210965,11.948404091682372
1681712866.998167,45.42467603239671,11.948406883161885
1681712867.9981487,45.42467320663459,11.94840367007564
1681712868.9981308,45.424672807993794,11.948400773808217
1681712869.9981132,45.42467526830686,11.948394792882725
1681712870.998096,45.42467509505767,11.948385668547697
1681712871.9980774,45.42468083913054,11.948381769768194
1681712872.9980602,45.424684386440866,11.948369605246322
1681712873.9980414,45.424678864605134,11.9483612594608
1681712874.9980245,45.424676810065215,11.948362907036353
1681712875.9999127,45.42467826127856,11.948366985557325
1681712876.999916,45.424677643420786,11.948369973378263
1681712877.9998994,45.424672949220856,11.948374976298558
1681712878.999908,45.42467008212323,11.948384002931851
1681712879.9999213,45.42466294707231,11.948398734386728
1681712880.9999032,45.42466020208131,11.948407179410134
1681712881.999905,45.42465208311613,11.948417826574332
1681712882.9999173,45.42464424922923,11.948425384621245
1681712883.9998994,45.42463578438365,11.948434655840652
1681712884.9999084,45.42462666577593,11.948447407440675
1681712885.9999132,45.424621451011106,11.94845830595568
1681712886.9998956,45.42461226152573,11.948471474969343
1681712887.999907,45.424603610283356,11.948483015126811
1681712888.9999156,45.424596881672834,11.948490859622733
1681712889.9998984,45.42458923529221,11.948498348057987
1681712890.999879,45.42457940742779,11.948514472753862
1681712891.99986,45.42457179675798,11.948523043478708
1681712892.99984,45.42456400016284,11.94853150846236
1681712893.9998207,45.424554019982565,11.9485423455404
1681712894.999802,45.42454418785431,11.948549655899392
1681712895.9997833,45.424532603644764,11.948557124837544
1681712896.9997635,45.424518830011294,11.94856457426675
1681712897.9997454,45.424498937472165,11.948568094572792
1681712898.9997265,45.42448403810799,11.948574164103936
1681712899.999709,45.42446888748392,11.94858526691888
1681712900.9996896,45.42446147659794,11.948604200574895
1681712901.9996715,45.424449723857336,11.948622897425423
1681712902.9996533,45.42444969540905,11.94864209718868
1681712903.999635,45.424452397284476,11.94865773757486
1681712904.9996169,45.42445661160016,11.94866509968994
1681712905.999598,45.42445365397198,11.948677468597445
1681712906.9995804,45.424455409163045,11.948678470067113
1681712907.9995623,45.42444070471105,11.948683540190611
1681712908.9995441,45.42443633728722,11.94869342422883
1681712909.999527,45.424429841657926,11.948696909820756
1681712910.999508,45.424424168039764,11.94870023123693
1681712911.9994903,45.42441671036243,11.948702905315226
1681712912.9994717,45.424407185713896,11.948704210813094
1681712913.9994535,45.42439615206764,11.948701560650186
1681712914.9994369,45.424381399025926,11.948701353238754
1681712915.9994178,45.424367549699724,11.94870171565582
1681712916.999401,45.42435480019708,11.948705856556742
1681712917.9993825,45.42434305132297,11.948710927542955
1681712918.9993649,45.42433203008169,11.948711736386025
1681712919.9993472,45.42432155199747,11.94871425912846
1681712920.999329,45.424313972658545,11.948710794094142
1681712921.999312,45.424306721790984,11.948708276857445
1681712922.9992938,45.424293116558204,11.948705108291678
1681712923.9992766,45.4242812431265,11.948700574973527
1681712924.999259,45.42427108910933,11.94870188641998
1681712925.9992404,45.42426489865154,11.94870291760297
1681712926.999223,45.424253567020095,11.94870754254227
1681712927.9992056,45.42424176911492,11.948711700503036
1681712928.9991875,45.424233080592046,11.948714848770468
1681712929.9991705,45.424221545659535,11.948716519943932
1681712930.999153,45.424212121870305,11.94872009473521
1681712931.9991348,45.424203775032154,11.948724064027505
1681712932.9991176,45.42419461429509,11.948731733739193
1681712933.999099,45.424185562893584,11.94873766297745
1681712934.9990819,45.424176243005945,11.948745449382127
1681712935.999065,45.424168282575714,11.948746379042253
1681712936.9990468,45.424158137409435,11.948750419467
1681712937.9990287,45.424152140127156,11.94875342143857
1681712938.9990118,45.42414498459731,11.948754881308764
1681712939.9989944,45.42414565046557,11.948752498646884
1681712940.9989767,45.42414629422163,11.948751511954281
1681712941.9989595,45.42414631311189,11.948751693732826
1681712942.9989414,45.424147803287525,11.948741129630719
1681712943.9989235,45.424148477740154,11.948732604612132
1681712944.9989061,45.42414894441362,11.948719146008157
1681712945.9988885,45.42415009241106,11.948706172523943
1681712946.9988708,45.4241532903166,11.948690922281868
1681712947.9988537,45.424155427204504,11.948674203464112
1681712948.998836,45.424159203334305,11.948656619636978
1681712949.998818,45.42415929310498,11.948640600314492
1681712950.9988005,45.42415882799811,11.948626961692137
1681712951.9987826,45.42415687464407,11.948609491694658
1681712952.9987652,45.42416224219132,11.948592880284025
1681712953.9987478,45.42416520587812,11.948577344460091
1681712954.9987307,45.42416639002481,11.948563887831222
1681712955.9987135,45.42416542402808,11.948547726313834
1681712956.9986959,45.42416854370058,11.948532882901858
1681712957.9986787,45.42417106456194,11.948517087322033
1681712958.9986606,45.42417485956552,11.948503366046406
1681712959.998643,45.42417202889768,11.948481298756356
1681712960.9986258,45.42417298709946,11.948466917151755
1681712961.998608,45.42417618115934,11.948448861926
1681712962.99859,45.42417770084946,11.948435272588126
1681712963.9985723,45.42417959290058,11.94842259619218
1681712964.9985552,45.424176835338486,11.948415497213727
1681712965.998538,45.42417780925474,11.948406473930778
1681712966.9985209,45.42417965538128,11.94839901152089
1681712967.9985037,45.4241804624364,11.948395528202258
1681712968.998485,45.424180013812354,11.948388457464727
1681712969.9984674,45.42417712109723,11.948380737204749
1681712970.9984498,45.42417849119508,11.94837121702136
1681712971.998433,45.42418050927137,11.948367753337262
1681712972.998415,45.424186853099584,11.948353562113825
1681712973.9983983,45.42418615995513,11.948335424843354
1681712974.9983802,45.424188995003384,11.948326039142449
1681712975.998362,45.42418774896116,11.948304005572098
1681712976.9983454,45.424184593677744,11.94829804914708
1681712977.9983277,45.42418023441779,11.948280144035326
1681712978.9983106,45.424176007543224,11.948267118144605
1681712979.9982932,45.42417260788914,11.94825850644249
1681712980.9982753,45.42417297890832,11.948240185133011
1681712981.998258,45.42417905165449,11.948223465360938
1681712982.9982405,45.42419001599333,11.948200610788057
1681712983.9982226,45.42419670515957,11.948184259642595
1681712984.9982054,45.42420339953287,11.948171688244473
1681712985.9981868,45.42420905733741,11.948157043988102
1681712986.99817,45.424210549706686,11.948151420038103
1681712987.9981525,45.42421278218384,11.94814619430187
1681712988.9981358,45.42421735472304,11.948139382952558
1681712989.998117,45.4242276060606,11.948122752141517
1681712990.9980998,45.424235842371566,11.948110003581407
1681712991.9980826,45.424236830313795,11.948095747312436
1681712992.9980648,45.42424741906208,11.948082161558359
1681712993.9980476,45.42426452867478,11.948067864538064
1681712994.998031,45.424260915392566,11.948058200046054
1681712995.9980135,45.42424767289022,11.948053430577211
1681712996.997995,45.42425190451029,11.948042599669394
1681712997.9979775,45.42425817543025,11.948028245585231
1681712998.9979596,45.42426171377741,11.948004788976833
1681712999.9979424,45.42426794350471,11.947978563175713
1681713000.9979248,45.42426710239322,11.947968046163574
1681713001.9999366,45.42425668905603,11.94797034007244
1681713002.9999485,45.42425474794177,11.947987003427485
1681713003.9999354,45.4242626577695,11.947998674220763
1681713004.999948,45.42427011645704,11.948012143102725
1681713005.9999628,45.424269876915034,11.948004949581698
