timestamp,latitude,longitude
1681712766.999916,45.423866976095084,11.947771562274495
1681712767.9999006,45.423866976095084,11.947771562274495
1681712768.9998837,45.42386274323399,11.947778770711224
1681712769.999868,45.42386270132447,11.947787068795364
1681712770.9998517,45.42386023094551,11.947807536360695
1681712771.9998357,45.42385805373039,11.947822452004678
1681712772.9998193,45.423854481522646,11.94784304690849
1681712773.9998026,45.423853020885474,11.94785604344465
1681712774.9997864,45.42385402579153,11.94786734655224
1681712775.9997702,45.42385538567616,11.947878230387634
1681712776.9997535,45.423888500261704,11.94794075892523
1681712777.9997563,45.42389304517056,11.947956493667112
1681712778.9997196,45.42389067110043,11.947971411869815
1681712779.9997025,45.423886042117665,11.94797856047771
1681712780.9996865,45.42388104004682,11.947999188458931
1681712781.999669,45.423875208109614,11.948014193259475
1681712782.999652,45.4238785825276,11.948028305552105
1681712783.9996347,45.42387789381244,11.94804437176687
1681712784.999618,45.42387418582689,11.948052236243663
1681712785.9996004,45.42387797380716,11.948063816714305
1681712786.9995832,45.423874355547575,11.948078515789994
1681712787.999566,45.42386091359068,11.948080111339994
1681712788.9995484,45.42387712943647,11.948104178855438
1681712789.9995317,45.423873690952895,11.948106920208042
1681712790.9995136,45.4238667098355,11.9481326641806
1681712791.999497,45.42387637918752,11.948147269309185
1681712792.9994793,45.42389386422065,11.948161962003597
1681712793.9994617,45.42391664934958,11.94818211908761
1681712794.9994445,45.423935657339456,11.948193568682319
1681712795.999427,45.42395423621143,11.948228113957228
1681712796.9994094,45.42396598343637,11.948242074378905
1681712797.9993916,45.4239739502324,11.948272182963802
1681712798.999374,45.42398451271127,11.948284414244235
1681712799.999357,45.42399617200353,11.948291153108594
1681712800.9993389,45.42400981636349,11.948293817737328
1681712801.9993207,45.42401589585004,11.948303906810205
1681712802.9993043,45.424021016966925,11.948315656526479
1681712803.9992862,45.424031284034996,11.948343973243432
1681712804.999268,45.4240437308516,11.948353278931652
1681712805.999251,45.42405590174952,11.948354928843496
1681712806.9992332,45.42407619413418,11.948353147466433
1681712807.9992156,45.42409286179066,11.948352389160133
1681712808.999198,45.42410730247845,11.948342650858669
1681712809.9991798,45.42411082460585,11.94833471844919
1681712810.9991622,45.42412135117243,11.94833249765169
1681712811.9991453,45.424125217111985,11.948319790214487
1681712812.999127,45.42413428565067,11.948307710739673
1681712813.999109,45.424143714649354,11.948305829328337
1681712814.9990919,45.42415694449964,11.94830837494015
1681712815.9990737,45.42416308202172,11.948319960699882
1681712816.9990563,45.4241803397233,11.9483283050206
1681712817.9990387,45.424198430465815,11.948332045242276
1681712818.9990206,45.42420969715208,11.9483400465229
1681712819.9990025,45.42421891090247,11.948346113418408
1681712820.9989858,45.424227267706485,11.948351484473358
1681712821.998967,45.42423107811542,11.948349488061181
1681712822.9989495,45.42423368246125,11.948347803670048
1681712823.9989314,45.42424002896016,11.94833921155462
1681712824.9989142,45.42424466481507,11.948319488024588
1681712825.9988961,45.42425198023098,11.948302519841175
1681712826.9988785,45.42426588526812,11.948297399197957
1681712827.9988608,45.42427631565488,11.948290732000514
1681712828.9988437,45.42428100762456,11.948282772155128
1681712829.998825,45.42428842633927,11.948279266827623
1681712830.9988074,45.424298434473485,11.948274267021288
1681712831.9987895,45.424304232338315,11.948274850824898
1681712832.9987717,45.42431220404565,11.948277226934886
1681712833.998754,45.42432356661618,11.948281927358469
1681712834.9987364,45.424330862270985,11.948286270106193
1681712835.998719,45.42433900856849,11.948290006023955
1681712836.9987006,45.42434883933953,11.948290720862236
1681712837.998683,45.42435831457366,11.948289897524955
1681712838.9986658,45.42436584457702,11.94829148776951
1681712839.9986475,45.42437221293022,11.948294038084512
1681712840.9986298,45.42437717230273,11.948297221858022
1681712841.9986115,45.42438501681114,11.948300596828725
1681712842.9985938,45.424394218834344,11.948306781698474
1681712843.9985762,45.424402923605854,11.948308954738723
1681712844.998558,45.42441357604022,11.94831271983477
1681712845.9985404,45.42442503925487,11.94831344546879
1681712846.9985228,45.42443766585679,11.948316393822534
1681712847.9985056,45.42444231164576,11.948322799862876
